header,score
no,-2.8603663444519043
wait,-2.9888198375701904
no,-2.820239305496216
wait,-2.968127965927124
no,-2.8991339206695557
wait,-2.961946725845337
no,-2.842471122741699
wait,-2.9425065517425537
no,-2.8897576332092285
wait,-2.926429510116577
no,-2.8700156211853027
wait,-2.9055728912353516
no,-3.0208747386932373
wait,-3.1478214263916016
no,-3.0026330947875977
wait,-3.123563289642334
no,-3.0113909244537354
wait,-3.126671075820923
no,-2.9664719104766846
wait,-3.100216865539551
no,-2.9536168575286865
wait,-3.0608224868774414
no,-2.9398486614227295
wait,-3.0467114448547363
no,-3.1318411827087402
wait,-3.210245370864868
no,-3.062177896499634
wait,-3.1670401096343994
no,-3.060404062271118
wait,-3.1010122299194336
no,-3.0105721950531006
wait,-3.0308446884155273
no,-3.357299566268921
wait,-3.457611322402954
no,-3.341247081756592
wait,-3.442925453186035
no,-3.075186014175415
wait,-3.2225756645202637
no,-2.9993293285369873
wait,-3.176239013671875
no,-2.83608341217041
wait,-3.019270658493042
no,-2.8484513759613037
wait,-3.0193095207214355
no,-2.845357894897461
wait,-2.929643392562866
no,-2.862093448638916
wait,-2.9515576362609863
no,-2.7953555583953857
wait,-2.936084032058716
no,-2.8345947265625
wait,-2.9177534580230713
no,-2.872297525405884
wait,-3.0570149421691895
no,-2.8858184814453125
wait,-3.0561933517456055
no,-2.8794987201690674
wait,-3.0899527072906494
no,-2.9495983123779297
wait,-3.1120593547821045
no,-2.8894317150115967
wait,-3.0541841983795166
no,-2.9365763664245605
wait,-3.069504976272583
no,-2.924001693725586
wait,-3.081620931625366
no,-2.9529337882995605
wait,-3.054717540740967
no,-3.03102707862854
wait,-3.3167269229888916
no,-3.0348613262176514
wait,-3.2809598445892334
no,-2.899358034133911
wait,-3.0583488941192627
no,-2.9096622467041016
wait,-3.042104482650757
no,-2.9948713779449463
wait,-3.1146600246429443
no,-3.066201686859131
wait,-3.133932590484619
no,-2.5231270790100098
wait,-2.652796506881714
no,-2.529387950897217
wait,-2.673480749130249
no,-2.4687609672546387
wait,-2.6894280910491943
no,-2.505122423171997
wait,-2.732147693634033
no,-2.600172758102417
wait,-2.722003221511841
no,-2.624157667160034
wait,-2.769667863845825
no,-2.6101768016815186
wait,-2.738840103149414
no,-2.656261444091797
wait,-2.8109970092773438
no,-2.5319387912750244
wait,-2.713459014892578
no,-2.529686450958252
wait,-2.719879627227783
no,-2.546637773513794
wait,-2.7259304523468018
no,-2.545661449432373
wait,-2.732517957687378
no,-2.6223092079162598
wait,-2.7835805416107178
no,-2.6253113746643066
wait,-2.8082656860351562
no,-2.741595506668091
wait,-2.8629190921783447
no,-2.718604564666748
wait,-2.855217456817627
no,-2.6206634044647217
wait,-2.7726192474365234
no,-2.6231257915496826
wait,-2.7885801792144775
no,-2.717139720916748
wait,-2.8498036861419678
no,-2.74067759513855
wait,-2.8773365020751953
no,-3.0998058319091797
wait,-3.2201714515686035
no,-2.9538586139678955
wait,-3.0889482498168945
no,-3.0006730556488037
wait,-3.1380550861358643
no,-2.900937080383301
wait,-3.041093587875366
no,-2.861227035522461
wait,-3.0254790782928467
no,-2.7532594203948975
wait,-2.930298089981079
no,-3.1807119846343994
wait,-3.266369581222534
no,-3.0442657470703125
wait,-3.175920248031616
no,-2.92716908454895
wait,-3.071985960006714
no,-2.7801382541656494
wait,-2.955080509185791
no,-2.961277484893799
wait,-3.084942579269409
no,-2.80832576751709
wait,-2.962374210357666
no,-3.042056083679199
wait,-3.265876293182373
no,-2.926278591156006
wait,-3.1485466957092285
no,-2.9812915325164795
wait,-3.190467357635498
no,-2.9086968898773193
wait,-3.095766305923462
no,-3.361285448074341
wait,-3.617105722427368
no,-3.201023817062378
wait,-3.4689652919769287
no,-3.139624834060669
wait,-3.3224523067474365
no,-2.9429469108581543
wait,-3.1624903678894043
no,-2.312777042388916
wait,-2.450286865234375
no,-2.219158172607422
wait,-2.3774001598358154
no,-2.5371227264404297
wait,-2.609010696411133
no,-2.4049072265625
wait,-2.490696430206299
no,-2.3187904357910156
wait,-2.4426350593566895
no,-2.208728075027466
wait,-2.281785011291504
no,-2.599842071533203
wait,-2.65885591506958
no,-2.469475030899048
wait,-2.545151948928833
no,-2.4740405082702637
wait,-2.5589044094085693
no,-2.2791550159454346
wait,-2.391209125518799
no,-2.517357349395752
wait,-2.5614230632781982
no,-2.3753724098205566
wait,-2.469547748565674
no,-2.5117197036743164
wait,-2.648256778717041
no,-2.4339795112609863
wait,-2.5809412002563477
no,-2.6432175636291504
wait,-2.7530553340911865
no,-2.4967472553253174
wait,-2.6207222938537598
no,-2.4674177169799805
wait,-2.5584499835968018
no,-2.374840259552002
wait,-2.4224441051483154
no,-2.6329286098480225
wait,-2.7222840785980225
no,-2.4466938972473145
wait,-2.558995485305786
no,-2.8647987842559814
wait,-2.942906618118286
no,-2.9607834815979004
wait,-3.0919699668884277
no,-3.1986210346221924
wait,-3.3511664867401123
no,-3.3320107460021973
wait,-3.542903184890747
no,-3.1026318073272705
wait,-3.2198643684387207
no,-3.2640573978424072
wait,-3.3888356685638428
no,-2.89351224899292
wait,-3.0402886867523193
no,-3.0381524562835693
wait,-3.2145354747772217
no,-2.884979724884033
wait,-2.995100259780884
no,-3.022552728652954
wait,-3.151499032974243
no,-2.9420385360717773
wait,-3.084354877471924
no,-3.08036732673645
wait,-3.2419819831848145
no,-3.175929307937622
wait,-3.320093870162964
no,-3.318418264389038
wait,-3.467057943344116
no,-2.8992855548858643
wait,-3.0031652450561523
no,-3.019078016281128
wait,-3.1397759914398193
