header,score
no,-2.9419233798980713
wait,-3.1319942474365234
no,-3.0247392654418945
wait,-3.162890672683716
no,-3.0219850540161133
wait,-3.118946075439453
no,-3.0232646465301514
wait,-3.1275041103363037
no,-3.000221014022827
wait,-3.090039014816284
no,-3.0291545391082764
wait,-3.0743963718414307
no,-3.13153076171875
wait,-3.3052120208740234
no,-3.1926376819610596
wait,-3.3542423248291016
no,-3.099752187728882
wait,-3.2843546867370605
no,-3.1855416297912598
wait,-3.3089897632598877
no,-3.042833089828491
wait,-3.19952130317688
no,-3.1282107830047607
wait,-3.242561101913452
no,-3.241790533065796
wait,-3.350277900695801
no,-3.2728500366210938
wait,-3.3737926483154297
no,-3.145554542541504
wait,-3.2482848167419434
no,-3.130873203277588
wait,-3.2135674953460693
no,-3.513082981109619
wait,-3.655705690383911
no,-3.5572547912597656
wait,-3.6813974380493164
no,-3.1836464405059814
wait,-3.3691623210906982
no,-3.2672061920166016
wait,-3.4133048057556152
no,-3.083998203277588
wait,-3.2627856731414795
no,-3.2834436893463135
wait,-3.439556837081909
no,-3.1326065063476562
wait,-3.215118408203125
no,-3.1708126068115234
wait,-3.2752974033355713
no,-3.019120454788208
wait,-3.186614751815796
no,-3.166414260864258
wait,-3.269383668899536
no,-3.120981216430664
wait,-3.3013980388641357
no,-3.3201630115509033
wait,-3.47896146774292
no,-3.1699962615966797
wait,-3.3541758060455322
no,-3.330754280090332
wait,-3.500638484954834
no,-3.1395702362060547
wait,-3.309234619140625
no,-3.3271169662475586
wait,-3.456181764602661
no,-3.122288227081299
wait,-3.2934110164642334
no,-3.1727049350738525
wait,-3.306422710418701
no,-3.2964837551116943
wait,-3.5469086170196533
no,-3.3849785327911377
wait,-3.62541127204895
no,-3.1895976066589355
wait,-3.347377300262451
no,-3.286888599395752
wait,-3.4144539833068848
no,-3.2527689933776855
wait,-3.4177119731903076
no,-3.3462133407592773
wait,-3.4529061317443848
no,-2.623635768890381
wait,-2.7801265716552734
no,-2.8471343517303467
wait,-3.001178026199341
no,-2.55645489692688
wait,-2.795330047607422
no,-2.8060853481292725
wait,-3.0313847064971924
no,-2.6964070796966553
wait,-2.848431348800659
no,-2.937161684036255
wait,-3.0815765857696533
no,-2.718226909637451
wait,-2.887286424636841
no,-2.966671943664551
wait,-3.1281001567840576
no,-2.640523910522461
wait,-2.8433375358581543
no,-2.7995007038116455
wait,-3.03210186958313
no,-2.6547977924346924
wait,-2.854835033416748
no,-2.8149867057800293
wait,-3.043205499649048
no,-2.708524227142334
wait,-2.8942604064941406
no,-2.8670334815979004
wait,-3.0812389850616455
no,-2.7987124919891357
wait,-2.9569225311279297
no,-2.978405714035034
wait,-3.151782512664795
no,-2.7331044673919678
wait,-2.898078441619873
no,-2.908925771713257
wait,-3.11568284034729
no,-2.785493850708008
wait,-2.96722412109375
no,-2.9755542278289795
wait,-3.1636128425598145
no,-3.1687371730804443
wait,-3.308631420135498
no,-3.0573935508728027
wait,-3.2029120922088623
no,-3.0433897972106934
wait,-3.199586868286133
no,-3.0324389934539795
wait,-3.17492938041687
no,-2.930323600769043
wait,-3.0885837078094482
no,-2.8664824962615967
wait,-3.0335891246795654
no,-3.239842176437378
wait,-3.339252471923828
no,-3.174013614654541
wait,-3.3088321685791016
no,-2.94252610206604
wait,-3.1112799644470215
no,-2.8710615634918213
wait,-3.045980215072632
no,-2.9802491664886475
wait,-3.1204891204833984
no,-2.908715009689331
wait,-3.0566840171813965
no,-3.11344051361084
wait,-3.362670421600342
no,-3.0566442012786865
wait,-3.2929506301879883
no,-3.0878148078918457
wait,-3.292665958404541
no,-3.000497579574585
wait,-3.209709644317627
no,-3.3872008323669434
wait,-3.68141508102417
no,-3.412334442138672
wait,-3.6323165893554688
no,-3.137087106704712
wait,-3.357111692428589
no,-3.0905349254608154
wait,-3.295504093170166
no,-2.3219213485717773
wait,-2.521388292312622
no,-2.5379467010498047
wait,-2.6829495429992676
no,-2.53035569190979
wait,-2.652925968170166
no,-2.74306583404541
wait,-2.818669319152832
no,-2.3791663646698
wait,-2.528784990310669
no,-2.5288302898406982
wait,-2.6185033321380615
no,-2.589974880218506
wait,-2.699326515197754
no,-2.80433988571167
wait,-2.8687968254089355
no,-2.429187536239624
wait,-2.6026010513305664
no,-2.5707781314849854
wait,-2.7223293781280518
no,-2.47212553024292
wait,-2.578221321105957
no,-2.6867053508758545
wait,-2.8017754554748535
no,-2.5082666873931885
wait,-2.7059988975524902
no,-2.7263851165771484
wait,-2.885770082473755
no,-2.609069347381592
wait,-2.7855334281921387
no,-2.803358554840088
wait,-2.9281914234161377
no,-2.4774696826934814
wait,-2.615208148956299
no,-2.6626479625701904
wait,-2.7837777137756348
no,-2.5897955894470215
wait,-2.7658793926239014
no,-2.7317962646484375
wait,-2.8849294185638428
no,-2.9795756340026855
